"","TB_status_limma_logFC","TB_status_limma_AveExpr","TB_status_limma_t","TB_status_limma_P.Value","TB_status_limma_padj","TB_status_limma_B"
"PPWD1",-0.635888955176285,10.1322527154426,-1.45905670803885,0.154967129471258,0.270915090429126,-5.80207096269246
"MIR7-1",1.50751917808582,4.16301375694448,1.45905054641979,0.154968814144475,0.270915090429126,-5.80207953464401
"SLC15A2",0.87395238716611,7.455365304752,1.45896271206283,0.154992830880519,0.270919869540347,-5.80220172507027
"MAS1",-0.552761134811589,0.701037658892367,-1.45896243342624,0.154992907073441,0.270919869540347,-5.80220211268435
"LINC00987",0.488320413404368,7.2132554280146,1.45880908492563,0.155034844616319,0.270969042475062,-5.80241542755974
"ARIH2OS",-0.540157459540448,5.50696981063851,-1.45878145452064,0.15504240190498,0.270969042475062,-5.80245386067064
"COMP",0.742084982540019,1.7781914803241,1.45871460501068,0.155060687363851,0.270982331017235,-5.80254684383926
"FGF6",0.434705651928376,0.394478022274061,1.45833149828511,0.155165512375515,0.271146842869882,-5.80307964836015
"SNORD88C",0.595430878356536,0.994045461028182,1.45814242290364,0.155217267690507,0.271194829788341,-5.80334255972135
"SERPINA10",0.584147086287295,0.927905351812387,1.4581248817185,0.155222069910227,0.271194829788341,-5.80336694943281
"IGSF6",0.729197946748827,8.03860530632104,1.45811401662927,0.155225044486231,0.271194829788341,-5.80338205640275
"VASH2",-0.80369890573976,4.40205918809153,-1.45805556430241,0.15524104797809,0.27120411163888,-5.80346332765176
"CLYBL",0.563237499189104,6.45480838555755,1.4575696109818,0.155374146676429,0.271417941942409,-5.80413888073475
"SP140",-0.485993466071861,9.5570018854532,-1.45666069130651,0.155623336751872,0.271834525010087,-5.80540190146197
"PCSK2",-0.820603964483597,1.72727730172286,-1.45640479681704,0.155693550431607,0.271938445837855,-5.80575736540373
"EDF1",-0.434138664683486,11.1508706418309,-1.45607883466032,0.15578302622521,0.272075993754295,-5.80621008225981
"FOXK1",0.730729738120962,10.4155100688439,1.45600596475278,0.155803034437817,0.272092205536179,-5.80631127659182
"LOC284578",-0.46322165017748,0.676893748150302,-1.45589684446043,0.155832999909911,0.272125803105571,-5.80646280357661
"ATP8B3",1.37975975887977,4.42933132914449,1.45564014684715,0.15590350963853,0.272230192215738,-5.80681922108533
"RUFY2",-0.50912421743385,8.52342491496719,-1.45544126857401,0.155958155028241,0.272306867420774,-5.8070953206185
"C10orf95",1.13892156138912,2.42368755330048,1.4553730513819,0.155976902447666,0.272319905910699,-5.80719001793081
